date,baseline:HaenamP baseline,cap:cap 15%,cap:cap 20%,cap:cap 25%,lookback:6M momentum,lookback:9M momentum,lookback:12M momentum,rebalance_timing:month_start,rebalance_timing:month_mid,rebalance_timing:month_end
2016-08-25,322.5167471438874,281.4044749800433,322.5167471438874,367.5540921327206,309.12718251346706,318.1632730388239,322.5167471438874,310.3921364686601,324.4435168996604,322.5167471438874
2016-08-26,321.4997301883527,280.74133935477795,321.4997301883527,366.1882508271981,308.19171552681007,317.2210847075148,321.4997301883527,309.44400177243756,323.3780536812608,321.4997301883527
2016-08-29,323.2264077616712,281.8779195492847,323.2264077616712,368.49727337850436,309.7580851019085,318.8066868054258,323.2264077616712,311.04620163954905,325.1734260845187,323.2264077616712
2016-08-30,322.5853584767989,281.460773485468,322.5853584767989,367.63557399594566,309.25556233613514,318.22639104242944,322.5853584767989,310.4838848183282,324.5289180882147,322.5853584767989
2016-08-31,321.6229468844038,280.8333655922162,321.6229468844038,366.34295371878613,308.32650763121205,317.31363645166294,321.6229468844038,309.56880334473715,323.5250643686742,321.6229468844038
2016-09-01,321.5635291485996,280.7967295054191,321.5635291485996,366.2574154322473,308.18535304789475,317.1806595711321,321.5635291485996,309.4595124751912,323.52368452560285,321.5635291485996
2016-09-02,321.5018803128932,280.758632385585,321.5018803128932,366.1687652354804,308.07806548224846,317.1257759646821,321.5018803128932,309.3863207544273,323.5388485045872,321.5018803128932
2016-09-05,321.32473279413637,280.64944888438805,321.32473279413637,365.9136917562141,308.23330456299675,317.10463623037333,321.32473279413637,309.14174263630775,323.2606192513307,321.32473279413637
2016-09-06,321.8464798326484,280.9934074176104,321.8464798326484,366.6387318901509,308.5499974511836,317.5725201303766,321.8464798326484,309.6202668723315,323.86785375295415,321.8464798326484
2016-09-07,321.24396462160996,280.6011071046212,321.24396462160996,365.79570855123603,308.1318655753306,317.0829807720067,321.24396462160996,309.02211610996466,323.18446038995546,321.24396462160996
2016-09-08,321.00697061074186,280.4481800580603,321.00697061074186,365.4624953691974,308.04645455070533,316.8779214973262,321.00697061074186,308.7936995971061,322.9391464969568,321.00697061074186
2016-09-09,319.6636933656705,279.5707682957742,319.6636933656705,363.58629492379066,306.7853973893207,315.5806110223208,319.6636933656705,307.58802131662225,321.6161595550845,319.6636933656705
2016-09-12,317.13290103921696,277.92022712358335,317.13290103921696,360.04847643627346,304.15413128531634,313.1456738407624,317.13290103921696,305.3158001566926,319.0859214994993,317.13290103921696
2016-09-13,319.00788440506926,279.1503960563772,319.00788440506926,362.6609406644637,305.9867686513348,314.81588262714513,319.00788440506926,307.08221933523555,321.028343320758,319.00788440506926
2016-09-19,319.351430797416,279.3890382599009,319.351430797416,363.1241006987384,306.6911836253956,315.19133046512513,319.351430797416,307.3887824747875,321.28607154064554,319.351430797416
2016-09-20,319.37826245182555,279.4088867333276,319.37826245182555,363.15885700097135,306.6224955302118,315.22342362380414,319.37826245182555,307.40908133488944,321.2329377021419,319.37826245182555
2016-09-21,319.8692375796853,279.73269440806973,319.8692375796853,363.84097675410925,307.14759521554674,315.6758377389332,319.8692375796853,307.86501353683894,321.81900457535625,319.8692375796853
2016-09-22,321.20484639734195,280.6096374135071,321.20484639734195,365.7011482182886,308.2213990627969,316.9795794904883,321.20484639734195,309.0391136438868,322.8403536337634,321.20484639734195
2016-09-23,321.78546056862854,280.9921482166951,321.78546056862854,366.50829174383415,308.7919277220963,317.5022712094314,321.78546056862854,309.5798793430463,323.430761595168,321.78546056862854
2016-09-26,322.02972887437375,281.1589469303353,322.02972887437375,366.8409820213536,308.74339379965954,317.6905400895294,322.02972887437375,309.827424352294,323.4915115527577,322.02972887437375
2016-09-27,321.3098660595971,280.68979927956497,321.3098660595971,365.8342865281332,308.4171540471729,317.1617390663888,321.3098660595971,309.09695289025547,322.72895392887915,321.3098660595971
2016-09-28,320.9995073337122,280.48882848994845,320.9995073337122,365.3987462715505,308.1862155824648,316.8798296574606,320.9995073337122,308.80994197631185,322.44548844127905,320.9995073337122
2016-09-29,322.0632841884915,281.187754198601,322.0632841884915,366.8797798354494,309.2080847997817,317.8711853680856,322.0632841884915,309.7893813106056,323.45650343715255,322.0632841884915
2016-09-30,320.8850433776312,280.41842334813043,320.8850433776312,365.2337619379323,308.1438286574665,316.820013034973,320.8850433776312,308.6653651456655,322.2840130993327,320.8850433776312
2016-10-04,319.943284035499,279.81026639856293,319.943284035499,363.88202691347533,307.67844004946437,316.15788039217654,319.943284035499,307.71890433097633,321.4814925221743,319.943284035499
